window,scope,trade_size_bin,project,months,mean_difference_pp,months_positive,months_negative,months_zero
30m,exclude_primary_dominant_project,06_2500_5000,defiswap,30,4.119004690621837,15,15,0
30m,exclude_primary_dominant_project,06_2500_5000,dfx,12,0.0,0,0,12
30m,exclude_primary_dominant_project,06_2500_5000,dodo,30,2.1619937145122865,28,2,0
30m,exclude_primary_dominant_project,06_2500_5000,ekubo,16,1.6357070983448194,15,0,1
30m,exclude_primary_dominant_project,06_2500_5000,eulerswap,13,0.0,0,0,13
30m,exclude_primary_dominant_project,06_2500_5000,fluid,21,0.00294443441489569,5,3,13
30m,exclude_primary_dominant_project,06_2500_5000,fraxswap,30,0.12493206945322503,9,5,16
30m,exclude_primary_dominant_project,06_2500_5000,integral,25,0.0,0,0,25
30m,exclude_primary_dominant_project,06_2500_5000,kyberswap,28,-0.09570577264250703,0,8,20
30m,exclude_primary_dominant_project,06_2500_5000,mauve,1,0.0,0,0,1
30m,exclude_primary_dominant_project,06_2500_5000,maverick,30,1.0988121257679033,24,3,3
30m,exclude_primary_dominant_project,06_2500_5000,native,14,0.0,0,0,14
30m,exclude_primary_dominant_project,06_2500_5000,origin_arm,30,0.0,0,0,30
30m,exclude_primary_dominant_project,06_2500_5000,pancakeswap,30,1.3771680895077167,21,9,0
30m,exclude_primary_dominant_project,06_2500_5000,shibaswap,30,1.1084645334565417,27,3,0
30m,exclude_primary_dominant_project,06_2500_5000,solidly,25,3.3320456615879688,22,3,0
30m,exclude_primary_dominant_project,06_2500_5000,supernova,5,0.30520169516824314,4,1,0
30m,exclude_primary_dominant_project,06_2500_5000,sushiswap,30,1.6402806225657947,24,6,0
30m,exclude_primary_dominant_project,06_2500_5000,swaap,28,0.0,0,0,28
30m,exclude_primary_dominant_project,06_2500_5000,valantis,8,0.0,0,0,8
30m,exclude_primary_dominant_project,06_2500_5000,verse_dex,28,5.199472222555474,18,10,0
30m,exclude_primary_dominant_project,06_2500_5000,xchange,12,8.236434108527131,1,1,10
30m,exclude_primary_dominant_project,07_5000_10000,0x API,22,-0.0003678539420637983,0,3,19
30m,exclude_primary_dominant_project,07_5000_10000,0x-API,30,0.0,0,0,30
30m,exclude_primary_dominant_project,07_5000_10000,1inch-LOP,30,0.0,0,0,30
30m,exclude_primary_dominant_project,07_5000_10000,agra,1,0.0,0,0,1
30m,exclude_primary_dominant_project,07_5000_10000,airswap,19,0.0,0,0,19
30m,exclude_primary_dominant_project,07_5000_10000,balancer,30,1.3346591664669263,22,8,0
30m,exclude_primary_dominant_project,07_5000_10000,bancor,30,1.006897387760401,19,7,4
30m,exclude_primary_dominant_project,07_5000_10000,carbon_defi,26,0.0,0,0,26
30m,exclude_primary_dominant_project,07_5000_10000,clipper,25,0.0,0,0,25
30m,exclude_primary_dominant_project,07_5000_10000,curve,30,0.4205400725954715,30,0,0
30m,exclude_primary_dominant_project,07_5000_10000,defiswap,28,1.946624456303068,9,19,0
30m,exclude_primary_dominant_project,07_5000_10000,dfx,7,0.0,0,0,7
30m,exclude_primary_dominant_project,07_5000_10000,dodo,30,1.9039879573168241,25,5,0
30m,exclude_primary_dominant_project,07_5000_10000,ekubo,16,1.871553634401476,15,0,1
30m,exclude_primary_dominant_project,07_5000_10000,eulerswap,12,0.0,0,0,12
30m,exclude_primary_dominant_project,07_5000_10000,fluid,21,0.002196158321850817,6,2,13
30m,exclude_primary_dominant_project,07_5000_10000,fraxswap,30,0.26527462928690887,14,5,11
30m,exclude_primary_dominant_project,07_5000_10000,integral,25,0.0,0,0,25
30m,exclude_primary_dominant_project,07_5000_10000,kyberswap,24,-0.07853298356336817,0,6,18
30m,exclude_primary_dominant_project,07_5000_10000,mauve,1,0.0,0,0,1
30m,exclude_primary_dominant_project,07_5000_10000,maverick,30,4.286352408714729,25,2,3
30m,exclude_primary_dominant_project,07_5000_10000,native,14,0.0,0,0,14
30m,exclude_primary_dominant_project,07_5000_10000,origin_arm,30,0.0,0,0,30
30m,exclude_primary_dominant_project,07_5000_10000,pancakeswap,30,0.6612244344828518,16,14,0
30m,exclude_primary_dominant_project,07_5000_10000,shibaswap,30,2.7911521418242957,27,3,0
30m,exclude_primary_dominant_project,07_5000_10000,solidly,25,2.2835574701189767,20,5,0
30m,exclude_primary_dominant_project,07_5000_10000,supernova,5,0.30720072153936273,5,0,0
30m,exclude_primary_dominant_project,07_5000_10000,sushiswap,30,2.3276886480563186,19,11,0
30m,exclude_primary_dominant_project,07_5000_10000,swaap,28,0.0,0,0,28
30m,exclude_primary_dominant_project,07_5000_10000,valantis,8,0.0,0,0,8
30m,exclude_primary_dominant_project,07_5000_10000,verse_dex,26,7.40421835244462,15,11,0
30m,exclude_primary_dominant_project,07_5000_10000,xchange,6,8.139534883720929,1,0,5
30m,exclude_primary_dominant_project,08_10000_25000,0x API,22,-0.0003678539420637983,0,3,19
30m,exclude_primary_dominant_project,08_10000_25000,0x-API,30,0.0,0,0,30
30m,exclude_primary_dominant_project,08_10000_25000,1inch-LOP,30,0.0,0,0,30
30m,exclude_primary_dominant_project,08_10000_25000,airswap,20,0.0,0,0,20
30m,exclude_primary_dominant_project,08_10000_25000,balancer,30,0.999891136042939,22,8,0
30m,exclude_primary_dominant_project,08_10000_25000,bancor,30,0.661091576687344,11,8,11
30m,exclude_primary_dominant_project,08_10000_25000,carbon_defi,26,0.0,0,0,26
30m,exclude_primary_dominant_project,08_10000_25000,clipper,24,0.0,0,0,24
30m,exclude_primary_dominant_project,08_10000_25000,curve,30,0.5219311407502267,28,2,0
30m,exclude_primary_dominant_project,08_10000_25000,defiswap,21,1.1089561521545135,2,17,2
30m,exclude_primary_dominant_project,08_10000_25000,dfx,5,0.0,0,0,5
30m,exclude_primary_dominant_project,08_10000_25000,dodo,30,2.2119877131293615,27,3,0
30m,exclude_primary_dominant_project,08_10000_25000,ekubo,16,1.7744349829137938,15,0,1
30m,exclude_primary_dominant_project,08_10000_25000,eulerswap,13,0.0,0,0,13
30m,exclude_primary_dominant_project,08_10000_25000,fluid,21,0.0006901799512141465,6,4,11
30m,exclude_primary_dominant_project,08_10000_25000,fraxswap,30,1.467427103103088,23,3,4
30m,exclude_primary_dominant_project,08_10000_25000,integral,25,0.0,0,0,25
30m,exclude_primary_dominant_project,08_10000_25000,kyberswap,18,-0.0928788674188114,0,4,14
30m,exclude_primary_dominant_project,08_10000_25000,mauve,2,0.0,0,0,2
30m,exclude_primary_dominant_project,08_10000_25000,maverick,29,1.5305468508380802,24,2,3
30m,exclude_primary_dominant_project,08_10000_25000,native,14,0.0,0,0,14
30m,exclude_primary_dominant_project,08_10000_25000,origin_arm,30,0.0,0,0,30
30m,exclude_primary_dominant_project,08_10000_25000,pancakeswap,30,0.6756868690160851,20,10,0
30m,exclude_primary_dominant_project,08_10000_25000,shibaswap,30,4.874762520825166,23,7,0
30m,exclude_primary_dominant_project,08_10000_25000,solidly,24,1.308992187880423,17,7,0
30m,exclude_primary_dominant_project,08_10000_25000,supernova,5,0.6407380180445011,5,0,0
30m,exclude_primary_dominant_project,08_10000_25000,sushiswap,30,2.1023890873382656,15,15,0
30m,exclude_primary_dominant_project,08_10000_25000,swaap,27,0.0,0,0,27
30m,exclude_primary_dominant_project,08_10000_25000,swapr,1,-0.9950248756218906,0,1,0
30m,exclude_primary_dominant_project,08_10000_25000,valantis,8,0.0,0,0,8
30m,exclude_primary_dominant_project,08_10000_25000,verse_dex,24,4.104962025821679,7,15,2
30m,exclude_primary_dominant_project,08_10000_25000,xchange,7,-0.425853216550891,0,2,5
30m,exclude_primary_dominant_project,09_25000_50000,0x API,22,-0.0003678539420637983,0,3,19
30m,exclude_primary_dominant_project,09_25000_50000,0x-API,30,0.0,0,0,30
30m,exclude_primary_dominant_project,09_25000_50000,1inch-LOP,30,0.0,0,0,30
30m,exclude_primary_dominant_project,09_25000_50000,airswap,19,0.0,0,0,19
30m,exclude_primary_dominant_project,09_25000_50000,balancer,30,0.6628948375615057,28,2,0
30m,exclude_primary_dominant_project,09_25000_50000,bancor,24,0.3750369192827007,2,4,18
30m,exclude_primary_dominant_project,09_25000_50000,carbon_defi,11,0.0,0,0,11
30m,exclude_primary_dominant_project,09_25000_50000,clipper,22,0.0,0,0,22
30m,exclude_primary_dominant_project,09_25000_50000,curve,30,0.6903009326998854,27,3,0
30m,exclude_primary_dominant_project,09_25000_50000,defiswap,16,-0.18043544473816037,0,13,3
30m,exclude_primary_dominant_project,09_25000_50000,dodo,30,2.8344200305202967,24,6,0
30m,exclude_primary_dominant_project,09_25000_50000,ekubo,16,1.9346762822880397,11,4,1
30m,exclude_primary_dominant_project,09_25000_50000,eulerswap,13,0.0,0,0,13
30m,exclude_primary_dominant_project,09_25000_50000,fluid,21,0.0027260817180579703,6,3,12
30m,exclude_primary_dominant_project,09_25000_50000,fraxswap,27,3.537773340401001,21,5,1
30m,exclude_primary_dominant_project,09_25000_50000,integral,25,0.0,0,0,25
30m,exclude_primary_dominant_project,09_25000_50000,kyberswap,11,-0.03127773339847769,0,2,9
30m,exclude_primary_dominant_project,09_25000_50000,mauve,2,0.0,0,0,2
30m,exclude_primary_dominant_project,09_25000_50000,maverick,29,2.2314077876973073,23,3,3
30m,exclude_primary_dominant_project,09_25000_50000,native,14,0.0,0,0,14
30m,exclude_primary_dominant_project,09_25000_50000,origin_arm,30,0.0,0,0,30
30m,exclude_primary_dominant_project,09_25000_50000,pancakeswap,30,0.34463380675746613,19,11,0
30m,exclude_primary_dominant_project,09_25000_50000,shibaswap,26,9.075138861685542,15,11,0
30m,exclude_primary_dominant_project,09_25000_50000,solidly,23,0.8353243897952897,13,10,0
30m,exclude_primary_dominant_project,09_25000_50000,supernova,5,1.5879905546636677,4,1,0
30m,exclude_primary_dominant_project,09_25000_50000,sushiswap,30,0.7750907595979608,17,13,0
30m,exclude_primary_dominant_project,09_25000_50000,swaap,27,0.0,0,0,27
30m,exclude_primary_dominant_project,09_25000_50000,swapr,2,0.0,0,0,2
30m,exclude_primary_dominant_project,09_25000_50000,valantis,8,0.0,0,0,8
30m,exclude_primary_dominant_project,09_25000_50000,verse_dex,12,1.283758228690324,1,8,3
30m,exclude_primary_dominant_project,09_25000_50000,xchange,5,0.0,0,0,5
30m,exclude_primary_dominant_project,10_50000_100000,0x API,22,-0.0003678539420637983,0,3,19
30m,exclude_primary_dominant_project,10_50000_100000,0x-API,30,0.0,0,0,30
30m,exclude_primary_dominant_project,10_50000_100000,1inch-LOP,30,0.0,0,0,30
30m,exclude_primary_dominant_project,10_50000_100000,airswap,17,0.0,0,0,17
30m,exclude_primary_dominant_project,10_50000_100000,balancer,30,0.8536181980157963,30,0,0
30m,exclude_primary_dominant_project,10_50000_100000,bancor,20,-0.0021203080069866756,0,2,18
30m,exclude_primary_dominant_project,10_50000_100000,carbon_defi,7,0.0,0,0,7
30m,exclude_primary_dominant_project,10_50000_100000,clipper,20,0.0,0,0,20
30m,exclude_primary_dominant_project,10_50000_100000,curve,30,1.1302174218682384,25,5,0
30m,exclude_primary_dominant_project,10_50000_100000,defiswap,15,-0.17271507260174185,0,12,3
30m,exclude_primary_dominant_project,10_50000_100000,dodo,30,3.090930680394163,17,13,0
30m,exclude_primary_dominant_project,10_50000_100000,ekubo,16,1.4958531128355177,10,5,1
30m,exclude_primary_dominant_project,10_50000_100000,eulerswap,13,0.0,0,0,13
30m,exclude_primary_dominant_project,10_50000_100000,fluid,21,0.03090036003006822,9,3,9
30m,exclude_primary_dominant_project,10_50000_100000,fraxswap,24,5.398090159013193,12,5,7
30m,exclude_primary_dominant_project,10_50000_100000,integral,25,0.0,0,0,25
30m,exclude_primary_dominant_project,10_50000_100000,kyberswap,5,0.0,0,0,5
30m,exclude_primary_dominant_project,10_50000_100000,mauve,1,0.0,0,0,1
30m,exclude_primary_dominant_project,10_50000_100000,maverick,28,2.028790348970253,24,2,2
30m,exclude_primary_dominant_project,10_50000_100000,native,14,0.0,0,0,14
30m,exclude_primary_dominant_project,10_50000_100000,origin_arm,30,0.0,0,0,30
30m,exclude_primary_dominant_project,10_50000_100000,pancakeswap,30,0.45922147509764577,21,9,0
30m,exclude_primary_dominant_project,10_50000_100000,shibaswap,24,7.21487837760467,9,15,0
30m,exclude_primary_dominant_project,10_50000_100000,solidly,20,1.7159269196075886,11,9,0
30m,exclude_primary_dominant_project,10_50000_100000,supernova,5,0.5341216157917948,4,1,0
30m,exclude_primary_dominant_project,10_50000_100000,sushiswap,30,1.104338804556273,14,16,0
30m,exclude_primary_dominant_project,10_50000_100000,swaap,26,0.0,0,0,26
30m,exclude_primary_dominant_project,10_50000_100000,swapr,1,-2.5423728813559325,0,1,0
30m,exclude_primary_dominant_project,10_50000_100000,valantis,8,0.0,0,0,8
30m,exclude_primary_dominant_project,10_50000_100000,verse_dex,9,-0.07978766850064363,0,5,4
30m,exclude_primary_dominant_project,10_50000_100000,xchange,6,0.0,0,0,6
30m,exclude_primary_dominant_project,11_100000_plus,0x API,21,-0.0003853707964477887,0,3,18
30m,exclude_primary_dominant_project,11_100000_plus,0x-API,30,0.0,0,0,30
30m,exclude_primary_dominant_project,11_100000_plus,1inch-LOP,30,0.0,0,0,30
30m,exclude_primary_dominant_project,11_100000_plus,airswap,16,0.0,0,0,16
30m,exclude_primary_dominant_project,11_100000_plus,balancer,30,1.64445666166685,29,1,0
30m,exclude_primary_dominant_project,11_100000_plus,bancor,15,14.44021095850383,3,2,10
30m,exclude_primary_dominant_project,11_100000_plus,carbon_defi,4,0.0,0,0,4
30m,exclude_primary_dominant_project,11_100000_plus,clipper,8,0.0,0,0,8
30m,exclude_primary_dominant_project,11_100000_plus,curve,30,1.308222265525338,27,3,0
30m,exclude_primary_dominant_project,11_100000_plus,defiswap,12,-0.14406388737011303,0,11,1
30m,exclude_primary_dominant_project,11_100000_plus,dodo,30,0.4898402047726377,16,14,0
30m,exclude_primary_dominant_project,11_100000_plus,ekubo,16,-0.007360663232756179,6,9,1
30m,exclude_primary_dominant_project,11_100000_plus,eulerswap,12,0.0,0,0,12
30m,exclude_primary_dominant_project,11_100000_plus,fluid,21,0.2667032459841111,18,0,3
30m,exclude_primary_dominant_project,11_100000_plus,fraxswap,18,20.06820421597485,10,4,4
30m,exclude_primary_dominant_project,11_100000_plus,integral,23,0.0,0,0,23
30m,exclude_primary_dominant_project,11_100000_plus,kyberswap,1,0.0,0,0,1
30m,exclude_primary_dominant_project,11_100000_plus,maverick,28,3.704062852846586,23,2,3
30m,exclude_primary_dominant_project,11_100000_plus,native,14,0.0,0,0,14
30m,exclude_primary_dominant_project,11_100000_plus,origin_arm,30,0.0,0,0,30
30m,exclude_primary_dominant_project,11_100000_plus,pancakeswap,30,2.3479396156261654,23,7,0
30m,exclude_primary_dominant_project,11_100000_plus,shibaswap,28,2.6600642025352603,5,22,1
30m,exclude_primary_dominant_project,11_100000_plus,solidly,18,1.9353878922074164,9,9,0
30m,exclude_primary_dominant_project,11_100000_plus,supernova,5,0.11264645434248258,2,3,0
30m,exclude_primary_dominant_project,11_100000_plus,sushiswap,30,0.6769216750508164,10,20,0
30m,exclude_primary_dominant_project,11_100000_plus,swaap,25,0.0,0,0,25
30m,exclude_primary_dominant_project,11_100000_plus,swapr,1,0.0,0,0,1
30m,exclude_primary_dominant_project,11_100000_plus,valantis,7,0.0,0,0,7
30m,exclude_primary_dominant_project,11_100000_plus,verse_dex,17,-0.20647581011694083,0,14,3
30m,exclude_primary_dominant_project,11_100000_plus,xchange,7,-0.3174977803252526,0,2,5
