protocol_a,protocol_b,log_odds_difference_a_minus_b,odds_ratio_a_vs_b,ci95_low_or,ci95_high_or,t_stat,df,p_value_raw,p_value_holm_exploratory,inference_status
0x API,apeswap,-7.169769938038609,0.0007694997434847024,5.988097806224373e-05,0.009888446621688918,-5.808688529250429,23,6.428573555372095e-06,0.0007778574002000236,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,solidly,0.1079983606054734,1.1140459190241885,0.8471839064625796,1.4649691763818562,0.8158597108748848,23,0.4229496770670488,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,sushiswap,0.5340330912226801,1.705798093462194,1.3521877559608115,2.1518809964313745,4.755435334731134,23,8.564084988747108e-05,0.009334852637734347,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,swapr,0.028051178107876745,1.0284483171135117,0.4111315286288996,2.5726704650966656,0.06328793633441034,23,0.9500840357567564,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,uniswap,0.20317860491897832,1.225291291757329,1.0383087255909809,1.44594638632341,2.5383087127616246,23,0.01836954142286032,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,verse_dex,0.26395137318641526,1.302064879495289,1.013138751670634,1.6733867376205525,2.176281244110198,23,0.040056444048169285,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,xchange,1.3169346061917588,3.7319638863819926,0.941562157178062,14.791964973402708,1.9782069819296244,23,0.06000505353893458,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,fraxswap,-1.3467898396280982,0.2600738006401361,0.15299797772581686,0.442086769935077,-5.251334845405981,23,2.5061188205480005e-05,0.0029321590200411607,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,kyberswap,-1.2180128489745798,0.2958174171371409,0.06583718389163966,1.3291568549729758,-1.6769084070764069,23,0.10710123865537087,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,maverick,-2.8728297251324033,0.056538710992269446,0.028117822106167027,0.11368682213713346,-8.507823068775352,23,1.4684433476253698e-08,2.041136253199264e-06,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,pancakeswap,-2.4092170295345694,0.08988564483273578,0.05186543011378735,0.15577676940635207,-9.063419052655746,23,4.7259510246918075e-09,6.805369475556203e-07,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,shibaswap,-2.8139913917200507,0.05996516961594376,0.03545734800782029,0.10141259200422514,-11.078825509273727,23,1.0694325081209816e-10,1.7217863380747803e-08,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,solidly,-3.1021588202187673,0.04495205416510113,0.02612760611734049,0.07733916243942025,-11.826865409387809,23,2.952238333520402e-11,4.9302380169790715e-09,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,sushiswap,-2.6761240896015606,0.06882941446363659,0.04097895723772706,0.1156078293530984,-10.675430232226926,23,2.196338204314769e-10,3.4162857002089455e-08,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,swapr,-3.1821060027163637,0.04149816777515606,0.0170873819210109,0.10078184807103091,-7.418709733257041,23,1.5260757329120243e-07,1.9838984527856317e-05,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,uniswap,-3.0069785759052623,0.04944083504506451,0.030138915360832203,0.08110431781264286,-12.56751138277475,23,8.740547128899645e-12,1.5121146532996385e-09,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,verse_dex,-2.9462058076378255,0.05253867007637885,0.03204531681498559,0.0861377613874537,-12.32748896611093,23,1.2889662033702213e-11,2.2170218697967805e-09,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,xchange,-1.8932225746324818,0.15058575225497708,0.033232775714978825,0.6823404995321132,-2.5919519580415242,23,0.0163007686269595,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,kyberswap,0.12877699065351833,1.1374364369230072,0.3198264943858336,4.045198477144713,0.20996629788267715,23,0.8355428133867114,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,maverick,-1.5260398855043054,0.21739487350554781,0.13774009270572563,0.34311383198690554,-6.9176633572341135,23,4.723292642617618e-07,5.998581656124375e-05,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,pancakeswap,-1.0624271899064712,0.34561591598805635,0.24340713928161983,0.49074304778735456,-6.268809533120819,23,2.1387349253243483e-06,0.0002609256608895705,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,shibaswap,-1.4672015520919526,0.23056982082911737,0.16588738612086626,0.3204730843033291,-9.21848976039923,23,3.468771135877672e-09,5.099093569740178e-07,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,solidly,-1.7553689805906691,0.17284345464425024,0.12301261670219343,0.24286012780042174,-10.677048192701536,23,2.1899267309031703e-10,3.4162857002089455e-08,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,sushiswap,-1.3293342499734624,0.2646533956677774,0.19801775252158396,0.3537128310293827,-9.480439351119829,23,2.071664476637084e-09,3.0867800701892553e-07,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,swapr,-1.8353161630882657,0.1595630458470403,0.06718984396715412,0.37893175659748574,-4.389601197587351,23,0.0002131902999637234,0.02259817179615468,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,uniswap,-1.6601887362771641,0.190103097364566,0.1321513554047489,0.2734681571514399,-9.444955889611734,23,2.2203508403107504e-09,3.2861192436599105e-07,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,verse_dex,-1.599415968009727,0.20201446645937468,0.16319944399603772,0.2500611745947899,-15.506874313903072,23,1.1379858159951228e-13,2.0711341851111236e-11,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,xchange,-0.5464327350043836,0.579011618564926,0.14402170644743104,2.3278050420513914,-0.8124306010337857,23,0.42487425545841306,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,maverick,-1.6548168761578235,0.19112705242118355,0.06946672790753364,0.5258567845002561,-3.3823551595649466,23,0.002565862974534776,0.2565862974534776,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,pancakeswap,-1.1912041805599896,0.30385514721421836,0.0828726547511043,1.1140942783342418,-1.896633655604574,23,0.07050537949744155,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,shibaswap,-1.595978542745471,0.20271007094941917,0.0577861630526634,0.7110936371890612,-2.6306463140499807,23,0.014946159610545897,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,solidly,-1.8841459712441875,0.15195878119732678,0.04590598733234285,0.503016545876752,-3.2561471264140662,23,0.0034781507280053714,0.3408587713445264,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,sushiswap,-1.4581112406269807,0.23267532767256668,0.07009719489516007,0.7723248867305854,-2.5141109428368686,23,0.019380750838091793,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,swapr,-1.964093153741784,0.1402830441045921,0.02752956843347405,0.714843478596716,-2.4951071918596033,23,0.02021098416739708,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,uniswap,-1.7889657269306825,0.1671329414053526,0.04742315134228786,0.5890249659114578,-2.9378575922483883,23,0.007390705611894764,0.6651635050705288,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,verse_dex,-1.7281929586632456,0.17760505985359862,0.05155146850698591,0.6118847474020216,-2.890131469297348,23,0.008258870550009588,0.7267806084008437,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,xchange,-0.6752097256579019,0.5090496486390643,0.10228013652586289,2.5335471146348145,-0.8703586537884505,23,0.39309796100361316,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,pancakeswap,0.463612695597834,1.5898071118923436,1.1048107161661267,2.2877101172536283,2.635213024831047,23,0.014793446721111998,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,shibaswap,0.05883833341235262,1.060603762688237,0.749598695595047,1.500643408317957,0.35071140941163786,23,0.7289967455941858,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,solidly,-0.2293290950863638,0.7950668378564104,0.5753360364299843,1.0987166397248942,-1.466598409327113,23,0.1560258963818335,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,sushiswap,0.19670563553084286,1.2173856328816492,0.899828264050875,1.6470118114258987,1.346260391970421,23,0.19133796072306317,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,swapr,-0.3092762775839605,0.7339779603541035,0.2721262397618243,1.979682836749158,-0.6448078921180695,23,0.5254316408054749,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,uniswap,-0.13414885077285887,0.8744598908847528,0.6367587208518991,1.2008945864818825,-0.8748246455749986,23,0.3907134189239657,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,verse_dex,-0.07337608250542194,0.9292512891488185,0.6581955478892069,1.3119322383051035,-0.44012774669005883,23,0.663953007322882,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,xchange,0.9796071504999216,2.6634097172036113,0.695507868705546,10.199383272107696,1.5092287516932075,23,0.1448563285564595,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,shibaswap,-0.4047743621854814,0.6671273230283911,0.5687807660440596,0.7824787540311297,-5.250243483156295,23,2.5128660816314785e-05,0.0029321590200411607,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,solidly,-0.6929417906841978,0.500102705484846,0.3800502893006116,0.6580779519823937,-5.221885577273245,23,2.6947779752450635e-05,0.003098994671531823,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,sushiswap,-0.26690706006699116,0.7657442363763224,0.6381321491041076,0.9188758729156193,-3.0286931414621483,23,0.00597349006250128,0.555534575812619,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,swapr,-0.7728889731817945,0.46167736630669065,0.20972753773422342,1.0162994943944406,-2.026270017494727,23,0.054487097694182376,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,uniswap,-0.5977615463706929,0.5500415014774247,0.47589224181761464,0.6357440335484397,-8.53967157505529,23,1.3745406347592654e-08,1.9243568886629715e-06,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,verse_dex,-0.536988778103256,0.5845056813481813,0.44954180172926345,0.7599891494274397,-4.231187033181873,23,0.00031646104243965127,0.033228409456163385,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,xchange,0.5159944549020876,1.67530368764885,0.42171120853796246,6.655366015952555,0.7738099319743932,23,0.4469245026511347,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,solidly,-0.2881674284987164,0.7496360712894428,0.5990133951414053,0.9381330099398089,-2.657643359383811,23,0.01406440842243836,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,sushiswap,0.13786730211849024,1.1478232264573798,1.0214081925074487,1.2898840726553318,2.4441884662155955,23,0.022601211230534313,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,swapr,-0.36811461099631304,0.6920378619945131,0.3219488502238594,1.4875543183363873,-0.9951063004099298,23,0.3300391788638085,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,uniswap,-0.1929871841852115,0.824492540615094,0.6874869336401295,0.9888012648190532,-2.1968568541338214,23,0.03837245055175427,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,verse_dex,-0.13221441591777455,0.8761531137637221,0.686590238615469,1.1180530039370276,-1.1218325217661724,23,0.2735095097155209,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,xchange,0.920768817087569,2.5112203170511633,0.6497282247783839,9.705946640876713,1.4088740952781378,23,0.17224899010931297,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,sushiswap,0.42603473061720665,1.5311739528262274,1.256418401364406,1.8660134802765496,4.456296649701362,23,0.00018051456718567522,0.019315058688867247,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,swapr,-0.07994718249759665,0.9231651043741058,0.38309795091705556,2.2245846209670033,-0.18803874571543425,23,0.8524954326605081,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,uniswap,0.09518024431350493,1.0998570802454735,0.8726097614684634,1.3862847407647485,0.8507142978228706,23,0.4036980144395882,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,verse_dex,0.15595301258094185,1.1687712842535156,0.9026871283672769,1.5132887929468917,1.2488311114058155,23,0.22428878356891915,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,xchange,1.2089362455862855,3.3499192651330594,0.9367933181370219,11.97911947667011,1.9626577869760333,23,0.06189312175902654,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
sushiswap,swapr,-0.5059819131148033,0.6029132762284363,0.26816152488819495,1.3555427789428895,-1.2919330836606673,23,0.20921173781192887,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
sushiswap,uniswap,-0.33085448630370173,0.7183096853335096,0.6174056886920785,0.8357046484896528,-4.521400906880242,23,0.00015345639022796515,0.016573290144620237,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
sushiswap,verse_dex,-0.2700817180362648,0.7633171150124438,0.6376640217335715,0.9137304257607374,-3.1063065819076576,23,0.004972698920609473,0.4724063974579,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
sushiswap,xchange,0.7829015149690788,2.187811031496328,0.5836925225650811,8.200408476199618,1.2257448620577576,23,0.23269801633166548,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
swapr,uniswap,0.17512742681110158,1.1913980229908738,0.5247439498331823,2.704994025443845,0.4418182108425386,23,0.6627469988643595,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
swapr,verse_dex,0.23590019507853852,1.2660479460452827,0.554085092538991,2.8928361785381984,0.5905539922339691,23,0.5605779244406432,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
swapr,xchange,1.2888834280838821,3.62873255202195,0.7637321307613136,17.241254366210484,1.7108711297743926,23,0.10056112376659584,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
uniswap,verse_dex,0.06077276826743694,1.0626574172643064,0.8525243093776808,1.3245848523558943,0.5705993174766392,23,0.5738042507166444,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
uniswap,xchange,1.1137560012727805,3.045776878924489,0.7790224861270653,11.908201574913052,1.6897896647092931,23,0.10457957974590297,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
verse_dex,xchange,1.0529832330053437,2.8661888859398394,0.7218490132466846,11.380549919900842,1.5796839563776293,23,0.12783499257702013,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
