victim_tier,pctile_in_tier,trades_in_bin,lower_edge_usd,upper_edge_usd,mean_usd,volume_usd,cutoff_p50,cutoff_p90
Institutional,9,3754,9760.625138513326,9843.17375105165,9802.344256031472,3.679800033714215e+07,1001.8474213724877,8986.607999999998
Institutional,10,3754,9843.193942446424,9903.755028584108,9877.025273499403,3.7078352876716755e+07,1001.8474213724877,8986.607999999998
Institutional,11,3754,9903.761711296333,9948.320036861409,9925.745397531755,3.7261248222334206e+07,1001.8474213724877,8986.607999999998
Institutional,12,3754,9948.321977165315,9979.56,9964.332834079909,3.740610545913598e+07,1001.8474213724877,8986.607999999998
Institutional,13,3754,9979.56,9999.848917146941,9991.153456166227,3.750679007444801e+07,1001.8474213724877,8986.607999999998
Institutional,14,3754,9999.85,10013.948559019776,10006.46076137415,3.756425369819856e+07,1001.8474213724877,8986.607999999998
Institutional,15,3753,10013.955027204398,10059.99507117341,10032.00515883975,3.765011536112558e+07,1001.8474213724877,8986.607999999998
Institutional,16,3754,10059.999967088354,10147.880150414137,10101.79912447213,3.792215391326838e+07,1001.8474213724877,8986.607999999998
Institutional,17,3754,10147.893922755506,10248.272057682727,10196.249079013678,3.827671904261735e+07,1001.8474213724877,8986.607999999998
Institutional,18,3754,10248.32729943024,10358.97,10303.08332079677,3.867777478627107e+07,1001.8474213724877,8986.607999999998
Institutional,19,3754,10358.984,10474.8,10416.922270440324,3.9105126203232974e+07,1001.8474213724877,8986.607999999998
Institutional,20,3754,10474.824847226057,10589.998886052732,10530.982465318657,3.953330817480624e+07,1001.8474213724877,8986.607999999998
Institutional,21,3754,10590.036792500001,10722.171771065312,10655.354976151126,4.000020258047133e+07,1001.8474213724877,8986.607999999998
Institutional,22,3753,10722.207083684361,10863.31579501704,10792.833204017412,4.0505503014677346e+07,1001.8474213724877,8986.607999999998
Institutional,23,3754,10863.327132599714,11004.1567875,10935.029211108566,4.105009965850156e+07,1001.8474213724877,8986.607999999998
Institutional,24,3754,11004.161794237894,11149.92,11073.520599019015,4.156999632871738e+07,1001.8474213724877,8986.607999999998
